WKT,ID,NAME,TAGS,WEBSITE,ADDRESS,PHONE,HOURS,CREATED_AT,UPDATED_AT,GEOMETRY_X,GEOMETRY_Y
"POINT (174.142898000000287 -39.03564799999986)",1055730,Bell Block Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"941 Devon Road, Bell Block, New Plymouth",(06) 755 1159,,2006-10-29 13:27:56,2006-10-29 13:27:56,174.142898,-39.035648
"POINT (174.776485000002964 -36.86883399999823)",1098240,The Tofu Shop Newmarket,"Asian supermarket, imported and local groceries",,"8 Teed Street, Newmarket, Auckland",(09) 523 3373,,2007-04-17 15:26:18,2007-04-17 15:26:18,174.776485,-36.868834
"POINT (176.850717000160017 -39.628380999783019)",1055850,Mahora Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"525 Frederick Street, Hastings",(06) 878 3674,,2006-10-29 13:28:02,2007-05-07 16:43:57,176.850717,-39.6283809998
"POINT (177.286870000303196 -38.011199999626065)",1055870,Blue Moon Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"49 St John Street, Opotiki",(07) 315 6799,,2006-10-29 13:28:03,2007-03-18 15:11:05,177.28687,-38.0111999996
"POINT (176.285037000078091 -37.697636999925578)",1055980,Papamoa Four Square & Lotto,"supermarket, lotto, groceries",http://www.foursquare.co.nz,"544 Papamoa Beach Rd, Papamoa",(07) 542 0614,,2006-10-29 13:28:08,2006-10-29 13:28:08,176.285037,-37.6976369999
"POINT (176.325353000083084 -37.78397199991948)",1056000,Buyrite Four Square Te Puke,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"137 Jellicoe Street, Te Puke",(07) 573 7764,,2006-10-29 13:28:09,2007-03-18 15:24:29,176.325353,-37.7839719999
"POINT (176.135564000060867 -37.689623999943748)",1056010,Brookfield Four Square & Lotto,"supermarket, lotto, groceries",http://www.foursquare.co.nz,"Brookfield Shopping Centre, Cnr Bellevue & Otumoetai Road, Brookfield",(07) 576 5469,,2006-10-29 13:28:10,2007-04-15 15:56:46,176.135564,-37.6896239999
"POINT (174.946961000004762 -37.257288999996867)",1056250,Tuakau Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"2 George Street, Tuakau",(09) 236 8128,,2006-10-29 13:28:22,2006-10-29 13:28:22,174.946961,-37.257289
"POINT (175.009900000005672 -36.782615999996317)",1056280,Oneroa Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"151 Ocean View Rd, Oneroa, Waiheke",(09) 372 7150,,2006-10-29 13:28:23,2006-10-29 13:28:23,175.0099,-36.782616
"POINT (173.799921 -35.40744)",1056290,Kaikohe Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"120 Broadway, Kaikohe",(09) 401 0303,,2006-10-29 13:28:23,2006-10-29 13:28:23,173.799921,-35.40744
"POINT (174.236599000000439 -39.000397999999755)",1030990,New World Waitara,supermarket,http://www.newworld.co.nz,"42 Queen Street, Waitara",(06) 754 8838,"8am-8pm, 7 days a week",2006-08-31 14:05:22,2008-06-15 16:49:33,174.236599,-39.000398
"POINT (174.575028000001595 -36.126280999999182)",1056470,Mangawhai Four Square,"supermarket, groceries, fruit & vegetables, wine & beer, hardware",http://www.foursquare.co.nz,"Moir Street, Mangawhai",(09) 431 4585,,2006-10-29 13:28:32,2007-01-22 10:44:59,174.575028,-36.126281
"POINT (174.586450000001633 -36.095049999999155)",1056480,Molesworth Four Square,"supermarket, groceries, Lotto, beer, wine",http://www.foursquare.co.nz,"3 Wood Street, Mangawhai Heads",(09) 431 4656,,2006-10-29 13:28:32,2007-04-30 09:14:47,174.58645,-36.09505
"POINT (175.543949000019978 -37.142816999984518)",1056600,Martina Four Square & Lotto,"supermarket, lotto, groceries",http://www.foursquare.co.nz,"307 Pollen Street, Thames",(09) 868 6482,,2006-10-29 13:28:38,2006-10-29 13:28:38,175.543949,-37.142817
"POINT (172.967144 -43.804962)",1054610,Akaroa Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"72 Rue Lavaud, Akaroa",(03) 304 7054,,2006-10-29 13:27:01,2006-10-29 13:27:01,172.967144,-43.804962
"POINT (170.917805999995181 -45.079933999993017)",1054760,Weston Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"21 Main Street, Weston",(03) 434 9886,,2006-10-29 13:27:09,2006-11-16 17:15:58,170.917806,-45.079934
"POINT (174.772895000002904 -36.845075999998251)",1030470,Auckland City Foodtown,supermarket,http://www.progressive.co.nz,"76 Quay St, Auckland Central",(09) 275 2567,"Mon - Sun, 24 hours",2006-08-31 13:53:14,2006-09-01 11:55:29,174.772895,-36.845076
"POINT (174.944787000004226 -41.260549999996044)",1030860,New World Wainuiomata,supermarket,http://www.newworld.co.nz,"Shop 10 The Mall, Wainuiomata",(04) 564 5303,"7am to 10pm, 7 days a week",2006-08-31 14:05:18,2006-11-19 01:22:55,174.944787,-41.26055
"POINT (170.50761899998875 -45.873128999978981)",1030670,New World Centre City,"supermarket, Lotto",http://www.newworld.co.nz,"Cumberland Street Central, Dunedin",(03) 477 4677,"8am-10pm, 7 days a week",2006-08-31 14:05:13,2007-04-15 15:55:05,170.507619,-45.873129
"POINT (176.134540000060753 -37.68939899994384)",1031120,New World Brookfield,"supermarket, Lotto",http://www.newworld.co.nz,"Bellevue Road, Otumoetai,Tauranga",(07) 576 2850,"7.30am-10pm, 7 days a week",2006-08-31 14:05:25,2007-04-15 15:53:01,176.13454,-37.6893989999
"POINT (171.245662999997933 -44.394930999997555)",1118260,Only Natural Organics,"Supermarket, food",,"30A Elizabeth Street, Seaview, Timaru",(03) 686 6613,"9am-5pm, Mon-Fri",2007-08-30 21:14:01,2007-09-06 18:58:46,171.245663,-44.394931
"POINT (175.288668000011171 -37.823022999991409)",1031140,New World Glenview,supermarket,http://www.newworld.co.nz,"Glenview Shopping Centre, Ohaupo Road, Hamilton",(07) 843 4452,"8am-8pm, 7 days a week",2006-08-31 14:05:26,2007-01-17 21:43:36,175.288668,-37.823023
"POINT (175.841815000032085 -40.452557999963204)",1030950,New World Pahiatua,supermarket,http://www.newworld.co.nz,"101-103 Main Street, Pahiatua",(06) 376 7453,"7.30am-7pm, 7 days a week",2006-08-31 14:05:21,2007-11-11 21:39:16,175.841815,-40.452558
"POINT (172.191745 -43.2979)",1029040,Oxford SuperValue,supermarket,http://www.progressive.co.nz,"52 Main Street, Oxford",(03) 312 4305,"Mon - Fri, 8am - 7pm, Sat, 9am - 5pm, Sun, 10am - 6pm",2006-08-31 13:52:40,2006-11-16 17:13:42,172.191745,-43.2979
"POINT (174.941611000004713 -37.059278999996948)",1030060,Papakura Woolworths,supermarket,http://www.progressive.co.nz,"90-96 Great South Road, Papakura, Auckland",(09) 299 8130,"Mon - Sun, 7am - 9pm",2006-08-31 13:53:04,2006-11-16 17:13:47,174.941611,-37.059279
"POINT (175.600714000020247 -40.359801999978487)",1030920,New World Pioneer,supermarket,http://www.newworld.co.nz,"179-197 Main Street, Palmerston North",(06) 357 6586,"7 days a week, from 6am to 11pm",2006-08-31 14:05:20,2006-11-16 17:13:50,175.600714,-40.359802
"POINT (175.037995000005651 -39.92460699999512)",1029540,Wanganui Woolworths,"supermarket, Lotto",http://www.progressive.co.nz,"438-450 Victoria Ave, Wanganui",(06) 348 9470,"Mon - Sun, 6am-midnight",2006-08-31 13:52:52,2007-09-19 19:42:05,175.037995,-39.924607
"POINT (174.926961000004496 -37.047397999997088)",1030060,Takanini Foodtown,supermarket,http://www.progressive.co.nz,"228 Great South Road, Takanini",(09) 299 9292,"Mon - Sun, 8:30am - 9pm",2006-08-31 13:53:04,2008-04-22 23:08:05,174.926961,-37.047398
"POINT (174.796336000003151 -36.829507999998107)",1031310,New World Devonport,"supermarket, Lotto",http://www.newworld.co.nz,"35 Bartley Terrace, Devonport, Auckland",(09) 445 1217,"7.30am-10pm, 7 days week",2006-08-31 14:05:30,2007-03-18 18:58:20,174.796336,-36.829508
"POINT (175.541904000019883 -37.138622999984591)",1056160,Thames Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"527 Pollen Street, Thames",(07) 868 6318,,2006-10-29 13:28:17,2006-10-29 13:28:17,175.541904,-37.138623
"POINT (175.033970000005354 -41.137780999994852)",1055270,Trentham Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"7 Camp Road, Trentham, Upper Hutt",(04) 528 4352,,2006-10-29 13:27:33,2007-11-05 19:52:03,175.03397,-41.137781
"POINT (174.855472000003687 -36.878377999997703)",1056570,Great Easton  Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Mayfair Place, Glen Innes",(09) 528 9888,,2006-10-29 13:28:37,2007-01-17 15:43:56,174.855472,-36.878378
"POINT (176.13264400006048 -37.72591399994392)",1056030,Greerton Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"1313 Cameron Road, Tauranga",(07) 578 4729,,2006-10-29 13:28:11,2006-10-29 13:28:11,176.132644,-37.7259139999
"POINT (174.065677000000193 -35.380154)",1056310,Kawakawa Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Gillies Street, Kawakawa",(09) 404 0383,,2006-10-29 13:28:24,2007-01-07 14:08:09,174.065677,-35.380154
"POINT (171.645594999999417 -43.633341999999494)",1029020,Methven SuperValue,supermarket,http://www.progressive.co.nz,"The Mall, Methven",(03) 302 8050,Mon - Sun: 7am - 7pm,2006-08-31 13:52:39,2008-04-12 16:10:22,171.645595,-43.633342
"POINT (176.160883000063563 -37.696496999940926)",1028850,PAK 'n SAVE Tauranga,supermarket,http://www.paknsave.co.nz,"476 Cameron Road, Tauranga",(07) 578 7037,"8am-10pm, 7 days a week",2006-08-31 11:40:19,2006-09-01 11:55:19,176.160883,-37.6964969999
"POINT (173.87944 -39.191018)",1055700,Okato Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"66 Carthew Street, Okato",(06) 752 4014,,2006-10-29 13:27:54,2006-10-29 13:27:54,173.87944,-39.191018
"POINT (172.107042 -43.488999)",1054670,Taeges Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"76 South Terrace, Darfield",(03) 318 8703,,2006-10-29 13:27:04,2006-10-29 13:27:04,172.107042,-43.488999
"POINT (170.098281999972528 -44.257494999950438)",1054770,Herrons Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"20 Market Place, Twizel",(03) 435 0875,,2006-10-29 13:27:09,2006-10-29 13:27:09,170.098282,-44.257495
"POINT (175.064934000005849 -40.875877999994444)",1029420,Waikanae Woolworths,supermarket,http://www.progressive.co.nz,"Ngaio Road, Waikanae, Wellington",(04) 293 5532,"Mon - Sun, 7am - 9pm",2006-08-31 13:52:49,2007-08-01 15:05:48,175.064934,-40.875878
"POINT (176.327694000083369 -37.786229999919129)",1031120,New World Te Puke,supermarket,http://www.newworld.co.nz,"13 Oxford St, Te Puke",(07) 573 0020,"8am-8pm, 7 days a week",2006-08-31 14:05:25,2006-09-01 11:55:32,176.327694,-37.7862299999
"POINT (168.345901000004659 -46.599548999098346)",1054510,Bluff Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"59 Gore Street, Bluff",(03) 212 8179,,2006-10-29 13:14:20,2006-10-29 13:14:21,168.345901,-46.5995489991
"POINT (172.59001 -43.50941)",1029120,Fendalton Village SuperValue,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Clyde & Ilam Roads, Christchurch",(03) 351 9075,"Mon - Fri, 8am - 9pm, Sat 8.30am - 8pm, Sun 8.30am - 7pm",2006-08-31 13:52:42,2007-03-27 23:19:18,172.59001,-43.50941
"POINT (172.587512 -43.48935)",1030570,New World Bishopdale,"supermarket, Lotto",http://www.newworld.co.nz,"Farrington Avenue, Bishopdale, Christchurch",(03) 359 8998,"Mon-Wed & Fri 8am-8pm, Thurs 8am-9pm, Sat-Sun 8.30am-7pm",2006-08-31 14:05:11,2007-03-18 15:08:38,172.587512,-43.48935
"POINT (172.608433 -43.491102)",1028710,PAK 'n SAVE Northlands,supermarket,http://www.paknsave.co.nz,"Northlands Shopping Centre, Main North Road, Christchurch",(03) 352 9872,"7am - Midnight, 7 days a week",2006-08-31 11:40:16,2006-12-07 20:39:48,172.608433,-43.491102
"POINT (175.843048000036248 -37.392867999969333)",1029880,Waihi Woolworths,supermarket,http://www.progressive.co.nz,"Cnr Rosemont Rd & Johnston St, Waihi",(07) 863 6840,"Mon - Sun, 7am - 9pm",2006-08-31 13:53:00,2006-12-29 19:47:07,175.843048,-37.392868
"POINT (174.913287000004345 -36.93006599999724)",1030460,Botany Downs Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"The Hub, Botany Town Centre, Cnr Ti Rakau & Te Irirangi Drive, Botany Downs",(09) 272 3402,7 days 24 hrs,2006-08-31 13:53:14,2007-03-18 18:37:28,174.913287,-36.930066
"POINT (168.365778999987867 -46.39552299912588)",1030490,New World Windsor,"supermarket, Lotto",http://www.newworld.co.nz,"51 Windsor Street, Invercargill",(03) 217 7175,"8am-9pm, 7 days a week",2006-08-31 14:05:09,2007-03-18 14:58:57,168.365779,-46.3955229991
"POINT (171.601988999999264 -41.759761999999434)",1029400,Westport FreshChoice,"supermarket, Lotto",http://www.progressive.co.nz,"18 Fonblanque Street, Westport",(03) 789 8546,"Mon - Sun, 8am - 8pm",2006-08-31 13:52:48,2007-03-29 13:12:37,171.601989,-41.759762
"POINT (170.457417999987598 -45.867426999976303)",1054930,Brockville Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"279 Brockville Road, Dunedin",(03) 476 3401,,2006-10-29 13:27:17,2006-10-29 13:27:17,170.457418,-45.867427
"POINT (174.099576000000241 -39.049957999999883)",1055750,Fitzroy Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"527 Devon Street East, New Plymouth",(06) 758 1922,,2006-10-29 13:27:57,2007-01-23 13:19:57,174.099576,-39.049958
"POINT (174.702423000002341 -36.922689999998624)",1030310,Blockhouse Bay Foodtown,supermarket,http://www.progressive.co.nz,"19 -29 Donovan Street, Blockhouse Bay",(09) 626 6052,"Mon - Sun, 8am - 9pm",2006-08-31 13:53:10,2007-01-23 13:21:38,174.702423,-36.92269
"POINT (170.479631999988129 -45.881020999977508)",1029250,Mailer Street Countdown,supermarket,http://www.progressive.co.nz,"43 Mailer Street, Dunedin",(03) 453 4361,"Mon - Sun, 8am - 9pm",2006-08-31 13:52:45,2006-09-01 11:55:22,170.479632,-45.881021
"POINT (176.072388000054531 -37.696164999950184)",1055990,Te Puna Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Main Road, Te Puna, Tauranga",(07) 552 5886,,2006-10-29 13:28:09,2008-05-24 17:23:49,176.072388,-37.696165
"POINT (169.13699799990934 -44.693758999720629)",1054820,Wanaka Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"78 Ardmore Street, Wanaka",(03) 443 7173,,2006-10-29 13:27:11,2006-10-29 13:27:11,169.136998,-44.6937589997
"POINT (168.658235999894401 -45.032068999431694)",1054800,Shotover St Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"53 Shotover Street, Queenstown",(03) 442 8225,,2006-10-29 13:27:10,2006-10-29 13:27:10,168.658236,-45.0320689994
